"scanid","X","trial_order","pid","time","group","list","task","run.order","rerun","original.run","num1","num2","num3","correct.answer","offset","category","probset","iti_onset","iti_duration","stim_onset","stim_duration","response","accuracy","cumulative.response.time","response.time","timedout","rtcorrect","rerun.order","taskname","training_group"
"9409_2_1.3T2",3,4,175,"post","SPT",2,"sym",NA,1,1,14,0,13,2,-1,"small double","Control_Acc",34.509,4,38.521,6,2,1,40.771,2.252,0,2.252,4,"sym2","B"
"9409_2_1.3T2",6,7,179,"post","SPT",2,"sym",NA,1,1,22,0,22,1,0,"large double","Control_Acc",65.511,7.6,73.12,6,1,1,74.405,1.288,0,1.288,4,"sym2","B"
"9409_2_1.3T2",6,7,247,"post","SPT",2,"sym",NA,1,3,17,0,15,2,-2,"small double","Control_Acc",65.502,7.6,73.127,6,2,1,74.713,1.589,0,1.589,2,"sym2","B"
"9409_2_1.3T2",7,8,245,"post","SPT",2,"sym",NA,1,3,12,0,12,1,0,"large single","Control_Acc",79.122,4.2,83.317,6,1,1,84.652,1.336,0,1.336,2,"sym2","B"
"9409_2_1.3T2",7,8,205,"post","SPT",2,"sym",NA,1,2,3,0,3,1,0,"small single","Control_Acc",79.111,4.2,83.322,6,1,1,84.824,1.504,0,1.504,3,"sym2","B"
"9409_2_1.3T2",7,8,171,"post","SPT",2,"sym",NA,1,1,6,0,3,2,-3,"small single","Control_Acc",79.131,4.2,83.327,6,2,1,84.744,1.42,0,1.42,4,"sym2","B"
"9409_2_1.3T2",8,9,207,"post","SPT",2,"sym",NA,1,2,7,0,7,1,0,"small single","Control_Acc",89.317,4.4,93.73,6,1,1,95.115,1.388,0,1.388,3,"sym2","B"
"9409_2_1.3T2",12,13,249,"post","SPT",2,"sym",NA,1,3,20,0,18,2,-2,"large double","Control_Acc",138.812,5.6,144.423,6,2,1,146.357,1.936,0,1.936,2,"sym2","B"
"9409_2_1.3T2",12,13,209,"post","SPT",2,"sym",NA,1,2,10,0,11,2,1,"large single","Control_Acc",138.802,5.6,144.429,6,2,1,145.946,1.519,0,1.519,3,"sym2","B"
"9409_2_1.3T2",13,14,169,"post","SPT",2,"sym",NA,1,1,2,0,2,1,0,"small single","Control_Acc",150.411,7.5,157.92,6,1,1,159.304,1.386,0,1.386,4,"sym2","B"
"9409_2_1.3T2",13,14,243,"post","SPT",2,"sym",NA,1,3,9,0,12,2,3,"large single","Control_Acc",150.418,7.5,157.927,6,2,1,159.644,1.72,0,1.72,2,"sym2","B"
"9409_2_1.3T2",13,14,215,"post","SPT",2,"sym",NA,1,2,23,0,21,2,-2,"large double","Control_Acc",150.424,7.5,157.932,6,2,1,159.3,1.37,0,1.37,3,"sym2","B"
"9409_2_1.3T2",14,15,177,"post","SPT",2,"sym",NA,1,1,19,0,17,2,-2,"small double","Control_Acc",163.93,7.6,171.523,6,2,1,173.657,2.136,0,2.136,4,"sym2","B"
"9409_2_1.3T2",16,17,173,"post","SPT",2,"sym",NA,1,1,11,0,12,2,1,"large single","Control_Acc",187.807,4.4,192.22,6,2,1,194.136,1.918,0,1.918,4,"sym2","B"
"9409_2_1.3T2",16,17,241,"post","SPT",2,"sym",NA,1,3,4,0,7,2,3,"small single","Control_Acc",187.814,4.4,192.227,6,2,1,196.174,3.95,0,3.95,2,"sym2","B"
"9409_2_1.3T2",17,18,213,"post","SPT",2,"sym",NA,1,2,18,0,18,1,0,"small double","Control_Acc",198.21,7.2,205.419,6,1,1,207.352,1.936,0,1.936,3,"sym2","B"
"9409_2_1.3T2",3,4,211,"post","SPT",2,"sym",NA,1,2,15,0,15,1,0,"small double","Control_InAcc",34.505,4,38.534,6,2,0,40.633,2.102,0,NA,3,"sym2","B"
"9409_2_1.3T2",1,2,201,"post","SPT",2,"sym",NA,1,2,14,6,21,2,1,"small double","Trained_Acc",12.509,5.7,18.204,6,2,1,20.421,2.22,0,2.22,3,"sym2","B"
"9409_2_1.3T2",1,2,167,"post","SPT",2,"sym",NA,1,1,18,9,27,1,0,"large double","Trained_Acc",12.514,5.7,18.208,6,1,1,21.008,2.803,0,2.803,4,"sym2","B"
"9409_2_1.3T2",1,2,231,"post","SPT",2,"sym",NA,1,3,2,8,13,2,3,"small single","Trained_Acc",12.504,5.7,18.215,6,2,1,20.432,2.22,0,2.22,2,"sym2","B"
"9409_2_1.3T2",2,3,161,"post","SPT",2,"sym",NA,1,1,9,8,20,2,3,"large single","Trained_Acc",24.202,4.3,28.514,6,2,1,31.78,3.268,0,3.268,4,"sym2","B"
"9409_2_1.3T2",3,4,235,"post","SPT",2,"sym",NA,1,3,2,13,17,2,2,"small double","Trained_Acc",34.533,4,38.512,6,2,1,41.445,2.935,0,2.935,2,"sym2","B"
"9409_2_1.3T2",4,5,233,"post","SPT",2,"sym",NA,1,3,8,4,12,1,0,"large single","Trained_Acc",44.506,4.9,49.401,6,1,1,53.316,3.917,0,3.917,2,"sym2","B"
"9409_2_1.3T2",4,5,197,"post","SPT",2,"sym",NA,1,2,7,8,15,1,0,"large single","Trained_Acc",44.527,4.9,49.406,6,1,1,53.455,4.051,0,4.051,3,"sym2","B"
"9409_2_1.3T2",4,5,157,"post","SPT",2,"sym",NA,1,1,2,3,5,1,0,"small single","Trained_Acc",44.532,4.9,49.41,6,1,1,50.83,1.423,0,1.423,4,"sym2","B"
"9409_2_1.3T2",9,10,203,"post","SPT",2,"sym",NA,1,2,19,5,25,2,1,"large double","Trained_Acc",99.723,6.5,106.217,6,2,1,109.484,3.271,0,3.271,3,"sym2","B"
"9409_2_1.3T2",10,11,193,"post","SPT",2,"sym",NA,1,2,4,3,7,1,0,"small single","Trained_Acc",112.211,7.6,119.803,6,1,1,123.136,3.336,0,3.336,3,"sym2","B"
"9409_2_1.3T2",10,11,159,"post","SPT",2,"sym",NA,1,1,9,5,17,2,3,"large single","Trained_Acc",112.215,7.6,119.807,6,2,1,124.623,4.818,0,4.818,4,"sym2","B"
"9409_2_1.3T2",10,11,237,"post","SPT",2,"sym",NA,1,3,18,4,24,2,2,"large double","Trained_Acc",112.205,7.6,119.815,6,2,1,123.13,3.318,0,3.318,2,"sym2","B"
"9409_2_1.3T2",11,12,229,"post","SPT",2,"sym",NA,1,3,3,5,8,1,0,"small single","Trained_Acc",125.809,7,132.802,6,1,1,136.651,3.851,0,3.851,2,"sym2","B"
"9409_2_1.3T2",11,12,163,"post","SPT",2,"sym",NA,1,1,17,2,21,2,2,"small double","Trained_Acc",125.802,7,132.811,6,2,1,135.346,2.538,0,2.538,4,"sym2","B"
"9409_2_1.3T2",15,16,165,"post","SPT",2,"sym",NA,1,1,9,13,22,1,0,"large double","Trained_Acc",177.518,4.3,181.813,6,1,1,184.829,3.019,0,3.019,4,"sym2","B"
"9409_2_1.3T2",16,17,199,"post","SPT",2,"sym",NA,1,2,5,13,17,2,-1,"small double","Trained_Acc",187.803,4.4,192.215,6,2,1,195.482,3.269,0,3.269,3,"sym2","B"
"9409_2_1.3T2",17,18,239,"post","SPT",2,"sym",NA,1,3,8,17,25,1,0,"large double","Trained_Acc",198.221,7.2,205.414,6,1,1,210.544,5.132,0,5.132,2,"sym2","B"
"9409_2_1.3T2",2,3,195,"post","SPT",2,"sym",NA,1,2,6,7,15,2,2,"large single","Trained_InAcc",24.214,4.3,28.51,6,1,0,31.66,3.152,0,NA,3,"sym2","B"
"9409_2_1.3T2",0,1,147,"post","SPT",2,"sym",NA,1,1,6,8,14,1,0,"large single","Untrained_Acc",0.001,6.5,6.503,6,1,1,10.135,3.635,0,3.635,4,"sym2","B"
"9409_2_1.3T2",0,1,223,"post","SPT",2,"sym",NA,1,3,12,4,16,1,0,"small double","Untrained_Acc",0.001,6.5,6.509,6,1,1,10.775,4.268,0,4.268,2,"sym2","B"
"9409_2_1.3T2",0,1,187,"post","SPT",2,"sym",NA,1,2,16,2,15,2,-3,"small double","Untrained_Acc",0.001,6.5,6.515,6,2,1,8.616,2.104,0,2.104,3,"sym2","B"
"9409_2_1.3T2",5,6,151,"post","SPT",2,"sym",NA,1,1,6,13,19,1,0,"small double","Untrained_Acc",55.404,4.1,59.5,6,1,1,63.483,3.985,0,3.985,4,"sym2","B"
"9409_2_1.3T2",5,6,221,"post","SPT",2,"sym",NA,1,3,4,9,13,1,0,"large single","Untrained_Acc",55.412,4.1,59.507,6,1,1,62.524,3.019,0,3.019,2,"sym2","B"
"9409_2_1.3T2",5,6,191,"post","SPT",2,"sym",NA,1,2,8,16,24,1,0,"large double","Untrained_Acc",55.417,4.1,59.513,6,1,1,63.428,3.918,0,3.918,3,"sym2","B"
"9409_2_1.3T2",8,9,217,"post","SPT",2,"sym",NA,1,3,6,2,10,2,2,"small single","Untrained_Acc",89.333,4.4,93.707,6,2,1,96.125,2.421,0,2.421,2,"sym2","B"
"9409_2_1.3T2",8,9,145,"post","SPT",2,"sym",NA,1,1,4,2,5,2,-1,"small single","Untrained_Acc",89.322,4.4,93.717,6,2,1,96.617,2.903,0,2.903,4,"sym2","B"
"9409_2_1.3T2",9,10,227,"post","SPT",2,"sym",NA,1,3,19,6,28,2,3,"large double","Untrained_Acc",99.701,6.5,106.211,6,2,1,108.564,2.357,0,2.357,2,"sym2","B"
"9409_2_1.3T2",11,12,189,"post","SPT",2,"sym",NA,1,2,3,17,19,2,-1,"small double","Untrained_Acc",125.814,7,132.807,6,2,1,137.074,4.27,0,4.27,3,"sym2","B"
"9409_2_1.3T2",12,13,149,"post","SPT",2,"sym",NA,1,1,7,9,16,1,0,"large single","Untrained_Acc",138.806,5.6,144.416,6,1,1,150.13,5.717,0,5.717,4,"sym2","B"
"9409_2_1.3T2",14,15,185,"post","SPT",2,"sym",NA,1,2,9,6,15,1,0,"large single","Untrained_Acc",163.927,7.6,171.503,6,1,1,174.052,2.552,0,2.552,3,"sym2","B"
"9409_2_1.3T2",15,16,225,"post","SPT",2,"sym",NA,1,3,9,14,23,1,0,"large double","Untrained_Acc",177.508,4.3,181.803,6,1,1,184.72,2.919,0,2.919,2,"sym2","B"
"9409_2_1.3T2",15,16,181,"post","SPT",2,"sym",NA,1,2,2,5,7,1,0,"small single","Untrained_Acc",177.513,4.3,181.809,6,1,1,185.391,3.585,0,3.585,3,"sym2","B"
"9409_2_1.3T2",17,18,155,"post","SPT",2,"sym",NA,1,1,7,19,27,2,1,"large double","Untrained_Acc",198.23,7.2,205.406,6,2,1,208.855,3.452,0,3.452,4,"sym2","B"
"9409_2_1.3T2",6,7,183,"post","SPT",2,"sym",NA,1,2,8,5,14,2,1,"large single","Untrained_InAcc",65.507,7.6,73.116,6,1,0,78.164,5.05,0,NA,3,"sym2","B"
"9409_2_1.3T2",9,10,153,"post","SPT",2,"sym",NA,1,1,17,5,22,1,0,"large double","Untrained_InAcc",99.711,6.5,106.204,6,2,0,110.836,4.634,0,NA,4,"sym2","B"
"9409_2_1.3T2",14,15,219,"post","SPT",2,"sym",NA,1,3,5,4,9,1,0,"small single","Untrained_InAcc",163.921,7.6,171.513,6,2,0,175.396,3.885,0,NA,2,"sym2","B"
